frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
71,  0,  0.000,  0.98,  1, 0.90, 0.00, 0.02, 0.82, 0.97, 1.25, 0.23, 1.10, 1.10, 0.34, 0.32, 1.13, 0.17, 0.00, 0.70, 0.89, 0.59, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
72,  0,  0.000,  0.98,  1, 0.67, 0.00, 0.59, 0.43, 1.44, 2.01, 0.41, 1.47, 1.16, 0.86, 0.32, 1.37, 0.17, 0.00, 0.74, 1.42, 0.52, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
73,  0,  0.000,  0.88,  1, 0.00, 0.00, 0.57, 0.43, 1.59, 1.09, 0.18, 1.05, 1.95, 1.45, 0.00, 0.53, 0.00, 0.00, 0.46, 1.30, 0.16, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
74,  0,  0.000,  0.98,  1, 0.35, 0.00, 0.58, 0.00, 1.75, 1.09, 0.18, 1.24, 2.32, 1.92, 0.24, 0.51, 0.00, 0.00, 0.57, 0.64, 0.27, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
75,  0,  0.000,  0.98,  1, 0.38, 0.00, 0.01, 0.00, 1.86, 1.39, 0.00, 1.07, 2.65, 1.73, 0.24, 0.21, 0.56, 0.00, 0.53, 0.09, 0.30, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
76,  0,  0.000,  0.98,  1, 0.80, 0.00, 0.01, 0.00, 1.00, 1.06, 0.00, 0.88, 2.02, 1.52, 0.24, 0.27, 0.56, 0.00, 0.66, 0.37, 0.30, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
77,  0,  0.000,  0.98,  1, 0.45, 0.00, 0.00, 0.00, 0.85, 1.23, 0.00, 0.86, 1.71, 1.41, 0.00, 0.38, 0.56, 0.00, 0.69, 0.95, 0.49, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
78,  0,  0.000,  0.98,  1, 0.87, 0.00, 0.28, 0.00, 0.33, 0.29, 0.00, 1.08, 1.63, 1.45, 0.00, 0.24, 0.09, 0.00, 1.46, 1.33, 0.41, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
79,  0,  0.000,  0.98,  1, 0.50, 0.00, 0.49, 0.00, 1.17, 0.95, 0.00, 1.31, 2.27, 1.32, 0.34, 0.91, 0.10, 0.01, 1.49, 1.04, 0.41, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
80,  0,  0.000,  0.98,  1, 0.50, 0.00, 0.49, 0.00, 1.25, 0.78, 0.00, 1.40, 2.60, 1.31, 0.34, 0.84, 0.10, 0.18, 1.78, 1.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
81,  0,  0.000,  0.98,  1, 0.05, 0.00, 0.21, 0.00, 1.65, 0.98, 0.00, 1.80, 2.43, 0.65, 1.14, 1.03, 0.01, 0.18, 1.00, 0.70, 0.28, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
82,  0,  0.000,  0.98,  1, 0.75, 0.00, 0.00, 0.00, 0.91, 0.81, 0.00, 1.21, 1.48, 0.34, 2.46, 0.67, 0.41, 0.17, 0.42, 0.72, 0.49, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
83,  0,  0.000,  0.98,  1, 0.75, 0.00, 0.00, 0.00, 1.34, 1.16, 0.00, 1.30, 1.47, 0.47, 2.46, 0.72, 0.56, 0.18, 0.00, 0.48, 0.49, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
84,  0,  0.000,  0.98,  1, 0.75, 0.00, 0.33, 0.00, 1.98, 1.45, 0.00, 0.97, 1.99, 0.87, 1.67, 0.48, 0.95, 0.44, 0.37, 0.63, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
85,  0,  0.000,  0.88,  1, 0.00, 0.00, 0.33, 0.00, 2.52, 1.59, 0.00, 1.66, 2.67, 1.45, 0.00, 0.11, 0.54, 0.44, 1.17, 0.79, 0.38, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
86,  0,  0.000,  0.98,  1, 1.67, 1.13, 0.42, 0.44, 1.83, 1.55, 0.00, 1.75, 2.21, 0.97, 0.23, 0.83, 0.39, 0.72, 1.17, 0.70, 0.38, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
87,  0,  0.000,  0.88,  1, 1.67, 1.13, 0.10, 0.68, 1.06, 1.08, 0.00, 1.58, 2.17, 1.12, 0.23, 0.83, 0.00, 0.46, 1.90, 0.64, 0.50, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
88,  0,  0.000,  0.98,  1, 1.69, 1.13, 0.10, 0.86, 0.33, 0.45, 0.00, 0.78, 1.20, 0.93, 0.28, 1.35, 0.00, 0.46, 1.10, 0.90, 0.12, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
89,  0,  0.000,  0.98,  1, 0.41, 0.14, 0.01, 0.42, 0.89, 0.21, 0.30, 0.59, 1.49, 1.52, 0.06, 0.52, 0.47, 0.00, 1.38, 0.68, 0.19, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
90,  0,  0.000,  0.98,  1, 0.41, 0.14, 0.00, 0.18, 1.25, 0.84, 0.73, 0.98, 1.44, 1.63, 0.34, 0.93, 0.47, 0.00, 1.00, 0.77, 0.07, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
91,  0,  0.000,  0.98,  1, 0.46, 0.53, 0.06, 0.00, 1.31, 1.29, 0.73, 0.98, 1.98, 1.82, 0.28, 0.48, 0.47, 0.00, 1.00, 0.32, 0.07, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
92,  0,  0.000,  0.98,  1, 0.07, 0.40, 0.06, 0.00, 1.57, 1.63, 0.43, 1.40, 2.56, 1.80, 0.28, 0.65, 0.29, 0.00, 1.20, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
93,  0,  0.000,  0.98,  1, 0.07, 0.40, 0.29, 0.00, 1.75, 1.52, 0.12, 1.46, 2.89, 1.69, 0.17, 0.31, 0.33, 0.00, 1.21, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
94,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.39, 0.00, 2.53, 1.67, 0.12, 2.42, 3.00, 1.53, 0.36, 1.66, 0.72, 0.11, 1.55, 0.94, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
95,  0,  0.000,  0.98,  1, 0.03, 0.00, 0.89, 0.00, 2.52, 2.14, 0.17, 2.57, 2.76, 1.24, 0.36, 1.90, 0.43, 0.11, 1.74, 0.84, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
96,  0,  0.000,  0.98,  1, 1.23, 0.35, 0.65, 0.00, 1.98, 1.76, 0.04, 2.06, 2.64, 0.86, 0.20, 1.83, 0.40, 0.11, 1.44, 1.01, 0.36, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
97,  0,  0.000,  0.98,  1, 1.23, 0.35, 0.50, 0.00, 1.40, 1.37, 0.04, 1.15, 2.59, 0.91, 0.00, 0.43, 0.00, 0.00, 1.15, 0.73, 0.87, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
98,  0,  0.000,  0.98,  1, 1.20, 0.35, 0.00, 0.00, 1.42, 0.74, 0.05, 1.11, 2.51, 1.66, 0.00, 0.23, 0.00, 0.47, 0.47, 0.84, 0.66, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
99,  0,  0.000,  0.98,  1, 0.36, 0.00, 0.12, 0.01, 1.08, 0.60, 0.05, 0.85, 1.91, 1.98, 0.00, 0.23, 0.00, 0.47, 0.05, 0.56, 0.51, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
100,  0,  0.000,  0.88,  1, 0.70, 0.06, 0.12, 0.01, 1.51, 0.88, 0.05, 2.06, 2.54, 1.92, 0.00, 0.49, 0.00, 0.47, 0.54, 0.12, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
101,  0,  0.000,  0.98,  1, 0.96, 0.06, 0.12, 0.01, 0.70, 0.61, 0.00, 1.63, 2.25, 1.40, 0.00, 0.43, 0.00, 0.00, 0.60, 0.42, 0.38, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
102,  0,  0.000,  0.98,  1, 1.03, 0.06, 0.00, 0.00, 0.70, 0.77, 0.00, 2.35, 2.35, 1.37, 0.81, 0.61, 0.16, 0.55, 0.61, 0.42, 0.60, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
103,  0,  0.000,  0.98,  1, 0.70, 0.25, 0.27, 0.00, 0.66, 1.12, 0.00, 1.46, 1.93, 1.02, 0.81, 0.59, 0.16, 0.75, 0.08, 0.95, 0.82, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
104,  0,  0.000,  0.98,  1, 0.52, 0.55, 0.27, 0.00, 0.94, 1.12, 0.00, 1.73, 2.33, 1.50, 0.81, 0.76, 0.16, 0.75, 0.53, 0.53, 0.45, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
105,  0,  0.000,  0.98,  1, 0.29, 0.55, 0.27, 0.26, 1.16, 0.83, 0.00, 1.68, 2.45, 1.70, 0.00, 0.77, 0.00, 0.20, 1.12, 0.53, 0.22, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
106,  0,  0.000,  0.88,  1, 0.75, 0.30, 0.41, 0.59, 0.57, 0.65, 0.46, 1.30, 2.21, 1.63, 0.00, 0.51, 0.00, 0.00, 1.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
107,  0,  0.000,  0.98,  1, 0.66, 0.00, 0.41, 0.59, 0.79, 1.24, 0.46, 1.47, 2.04, 1.24, 0.18, 0.62, 0.00, 0.00, 0.61, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
108,  0,  0.000,  0.98,  1, 0.46, 0.00, 0.41, 0.33, 1.75, 2.91, 1.12, 1.84, 2.15, 0.64, 0.28, 0.65, 0.00, 0.00, 0.96, 0.48, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
109,  0,  0.000,  0.98,  1, 0.91, 0.22, 0.00, 0.29, 1.69, 2.27, 0.66, 1.84, 2.11, 0.64, 0.28, 0.65, 0.00, 0.00, 1.28, 1.05, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
110,  0,  0.000,  0.98,  1, 0.91, 0.22, 0.00, 0.29, 1.66, 2.07, 0.69, 1.49, 2.24, 1.03, 0.11, 0.34, 0.00, 0.00, 1.28, 1.05, 0.38, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
111,  0,  0.000,  0.98,  1, 1.19, 0.22, 0.05, 0.29, 0.93, 1.34, 0.02, 1.00, 2.12, 1.31, 0.01, 0.51, 0.00, 0.00, 0.96, 0.87, 0.80, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
112,  0,  0.000,  0.98,  1, 0.52, 0.16, 0.23, 0.00, 1.56, 1.85, 0.02, 1.51, 2.18, 1.84, 0.01, 0.51, 0.04, 0.00, 1.36, 0.31, 0.92, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
113,  0,  0.000,  0.98,  1, 0.91, 0.16, 0.23, 0.00, 1.31, 1.69, 0.00, 1.40, 2.00, 1.08, 0.17, 0.59, 0.04, 0.00, 2.21, 0.56, 0.79, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
114,  0,  0.000,  0.98,  1, 0.96, 0.16, 0.18, 0.00, 1.16, 0.82, 0.00, 1.40, 2.09, 0.92, 0.20, 0.19, 0.04, 0.00, 2.55, 0.41, 0.37, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
115,  0,  0.000,  0.88,  1, 0.72, 0.00, 0.03, 0.00, 1.04, 0.94, 0.00, 2.02, 2.26, 1.16, 0.66, 0.89, 0.00, 0.12, 2.62, 0.58, 0.12, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
116,  0,  0.000,  0.88,  1, 1.30, 1.25, 0.72, 0.00, 1.51, 1.37, 0.00, 2.63, 2.74, 1.97, 0.48, 0.98, 0.00, 0.12, 2.79, 0.69, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
117,  0,  0.000,  0.98,  1, 1.06, 1.49, 1.18, 0.00, 1.51, 2.09, 0.06, 2.45, 2.34, 2.57, 0.46, 1.48, 0.00, 0.12, 2.10, 0.82, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
118,  0,  0.000,  0.98,  1, 1.16, 1.49, 1.15, 0.00, 1.14, 1.45, 0.06, 1.32, 1.88, 1.89, 0.08, 1.20, 0.00, 0.00, 1.30, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
119,  0,  0.000,  0.75,  1, 0.19, 0.24, 0.46, 0.00, 1.60, 1.66, 0.14, 1.30, 1.51, 1.09, 0.45, 1.53, 0.91, 0.00, 1.21, 0.32, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
120,  0,  0.000,  0.98,  1, 0.18, 0.00, 0.19, 0.00, 2.12, 1.31, 0.23, 1.80, 2.12, 1.28, 0.49, 1.12, 0.91, 0.00, 1.35, 0.04, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
121,  0,  0.000,  0.98,  1, 0.41, 0.08, 0.19, 0.00, 2.34, 2.08, 0.23, 1.98, 2.19, 1.43, 0.71, 1.10, 0.91, 0.00, 1.35, 0.10, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
122,  0,  0.000,  0.98,  1, 0.41, 0.08, 0.19, 0.00, 1.53, 1.21, 0.63, 1.04, 1.64, 1.38, 0.33, 1.39, 0.16, 0.50, 0.42, 0.07, 0.30, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
123,  0,  0.000,  0.98,  1, 0.81, 0.55, 0.00, 0.32, 0.89, 0.76, 0.48, 0.59, 1.16, 0.80, 0.30, 1.30, 0.23, 1.09, 0.00, 0.79, 0.73, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
124,  0,  0.000,  0.98,  1, 0.58, 0.53, 0.00, 0.32, 0.88, 0.00, 0.48, 1.24, 1.70, 1.11, 0.00, 1.18, 0.23, 1.09, 0.89, 1.39, 0.73, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
125,  0,  0.000,  0.98,  1, 0.58, 0.53, 0.00, 0.32, 1.23, 0.43, 0.00, 2.10, 2.67, 1.28, 0.00, 0.68, 0.07, 0.59, 1.61, 1.81, 0.43, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
126,  0,  0.000,  0.98,  1, 0.11, 0.06, 0.00, 0.00, 1.64, 0.84, 0.33, 2.26, 2.72, 1.80, 0.00, 1.19, 0.00, 0.00, 1.61, 1.09, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
127,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 1.29, 0.84, 0.33, 1.43, 2.08, 1.66, 0.00, 1.45, 0.00, 0.00, 0.73, 0.48, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
128,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.92, 0.49, 0.33, 1.01, 1.96, 1.72, 0.00, 1.05, 0.00, 0.00, 0.93, 0.06, 0.18, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
129,  0,  0.000,  0.98,  1, 0.33, 0.12, 0.00, 0.00, 0.75, 0.69, 0.12, 0.91, 1.62, 0.94, 0.00, 1.12, 0.00, 0.03, 0.94, 0.23, 0.18, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
130,  0,  0.000,  0.78,  1, 0.34, 0.12, 0.38, 0.00, 1.57, 1.09, 0.12, 1.59, 2.12, 1.21, 0.00, 0.59, 0.06, 0.03, 1.84, 0.27, 0.18, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
131,  0,  0.000,  0.98,  1, 0.34, 0.12, 0.38, 0.00, 1.80, 1.32, 0.16, 1.46, 1.83, 1.41, 0.00, 0.71, 0.45, 0.03, 1.14, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
132,  0,  0.000,  0.98,  1, 0.01, 0.00, 0.38, 0.00, 2.22, 1.39, 0.04, 1.62, 2.67, 1.28, 0.00, 0.12, 0.45, 0.00, 2.34, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
133,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.06, 0.00, 1.73, 1.61, 0.04, 1.38, 2.53, 0.87, 0.00, 0.35, 0.39, 0.00, 1.66, 1.11, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
134,  0,  0.000,  0.92,  1, 0.00, 0.02, 0.06, 0.11, 1.52, 1.54, 0.00, 1.35, 2.47, 0.78, 0.00, 0.23, 0.00, 0.00, 2.06, 1.58, 0.08, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
135,  0,  0.000,  0.98,  1, 0.61, 0.23, 0.47, 0.11, 1.77, 1.56, 0.24, 2.13, 2.21, 1.14, 0.00, 1.17, 0.45, 0.00, 0.86, 1.30, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
136,  0,  0.000,  0.98,  1, 0.61, 0.23, 0.41, 0.11, 1.98, 1.48, 0.24, 2.35, 2.01, 1.49, 0.00, 1.77, 0.45, 0.32, 0.64, 0.85, 0.28, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
137,  0,  0.000,  0.92,  1, 0.61, 0.32, 0.41, 0.06, 2.09, 1.62, 0.25, 2.53, 1.91, 1.21, 0.24, 2.04, 0.45, 0.32, 0.47, 0.38, 0.20, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
138,  0,  0.000,  0.98,  1, 0.00, 0.10, 0.00, 0.06, 1.46, 1.04, 0.01, 1.91, 1.79, 1.26, 0.33, 1.46, 0.00, 0.32, 0.80, 0.98, 0.63, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
139,  0,  0.000,  0.98,  1, 0.00, 0.10, 0.00, 0.06, 1.15, 0.50, 0.01, 1.77, 2.18, 1.17, 0.33, 0.63, 0.00, 0.00, 1.06, 0.72, 0.95, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
140,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.32, 0.00, 1.40, 0.69, 0.00, 1.99, 2.41, 2.20, 0.39, 0.79, 0.23, 0.19, 0.60, 0.72, 0.95, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
141,  0,  0.000,  0.98,  1, 0.00, 0.09, 0.32, 0.00, 1.04, 0.57, 0.00, 1.22, 2.06, 2.02, 0.29, 0.64, 0.23, 0.19, 0.26, 0.03, 0.81, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
